outOfDomain	FILLER	Do they have help for disabled parking?	E
outOfDomain	FILLER	Is a VISA card acceptable for this booking?	E
outOfDomain	FILLER	Does this hotel offer WiFi to guests?	E
outOfDomain	FILLER	Does Nandos City Centre allow diners to bring their own alcohol to have with dinner?	E
outOfDomain	FILLER	Do they deliver?	E
outOfDomain	FILLER	Do they have any baby chairs available?	E
outOfDomain	FILLER	Do they have live music there?	E
outOfDomain	FILLER	Do they have patio seating or anything in the open air for diners at Lock Fyne?	E
outOfDomain	FILLER	Will there be an additional charge for the toll gate on the route?	E
outOfDomain	FILLER	Are kids allowed to stay here?	E
outOfDomain	FILLER	Does the hotel offer valet service since I'm handicapped and need help parking my car?	E
outOfDomain	FILLER	Do they have extra seating for babies?	E
outOfDomain	FILLER	Does this restaurant accept American Express?	E
outOfDomain	FILLER	Can I pay with Amex on my ride?	E
outOfDomain	FILLER	Is there a designated smoking area for people at The Acorn Guest House?	E
outOfDomain	FILLER	Does the La Tasca have disabilty access?	E
outOfDomain	FILLER	Will I be able to pay for it with my Amex?	E
outOfDomain	FILLER	Will I be able to cancel if I need to later.	E
outOfDomain	FILLER	Do they have a spa onsite?	E
outOfDomain	FILLER	Can you tell me if they have infant seats available for guests dining with babies?	E
outOfDomain	FILLER	can kids stay at the hotel	E
outOfDomain	FILLER	What can they do for me who is wheelchair-bound	E
outOfDomain	FILLER	Can I get my dry cleaning done at this hotel?	E
outOfDomain	FILLER	May I cancel my taxi booking later?	E
outOfDomain	FILLER	Is there a fitness center onsite at the hotel?	E
outOfDomain	FILLER	Does The Ashley Hotel take Master card for payment?	E
outOfDomain	FILLER	Am I able to pay for the taxi with a Mastercard?	E
outOfDomain	FILLER	Am I allowed to smoke at this hotel?	E
outOfDomain	FILLER	Can you first tell me whether this hotel provides an Italian breakfast in the mornings?	E
outOfDomain	FILLER	Do I need to make a parking reservation?	E
outOfDomain	FILLER	Are kids allowed to stay at the property?	E
outOfDomain	FILLER	Do they have high chairs for small children or babies?	E
outOfDomain	FILLER	What is the taxi company's policy about making changes to your reservation?	E
outOfDomain	FILLER	Do they also have some options for gluten-free dieters?	E
outOfDomain	FILLER	Does the restaurant accept takeout orders?	E
outOfDomain	FILLER	How can the restaurant help me get access?	E
outOfDomain	FILLER	Do they allow smoking here?	E
outOfDomain	FILLER	What about outside, is there a designated smoking area?	E
outOfDomain	FILLER	Will I be permitted to cancel the taxi booking, if I have to at a later time?	E
outOfDomain	FILLER	Thank you. Does the taxi company accept Visa?	E
outOfDomain	FILLER	Before that I need to make sure I can get a baby chair at the restaurant.	E
outOfDomain	FILLER	It might. Can you tell me if they have a delivery service?	E
outOfDomain	FILLER	Does the restaurant have a chair for babies?	E
outOfDomain	FILLER	It will work if they have vegetarian options, can you check that?	E
outOfDomain	FILLER	We need to have a extra bed. Can we get a rollaway?	E
outOfDomain	FILLER	Do you know if Pizza Express accepts to-go orders?	E
outOfDomain	FILLER	What do I do if I needed to cancel this taxi?	E
outOfDomain	FILLER	Do they have vegetarian options?	E
outOfDomain	FILLER	Does the hotel offer concierge services for guests?	E
outOfDomain	FILLER	Yes, is Italian breakfast offered at The University Arms Hotel like others I've heard of?	E
outOfDomain	FILLER	Is there a swimming pool onsite at University Arms?	E
outOfDomain	FILLER	What are the parking options at the University Arms Hotel?	E
outOfDomain	FILLER	Does the hotel charge a fee for parking?	E
outOfDomain	FILLER	Does this restaurant have outdoor seating?	E
outOfDomain	FILLER	Does this hotel allow children to stay there?	E
outOfDomain	FILLER	We require a smoking room, is that available?	E
outOfDomain	FILLER	Is there a designated smoking area outside?	E
outOfDomain	FILLER	Do you know if Zizzi Cambridge serves alcohol?	E
outOfDomain	FILLER	Is WiFi available for guests at the hotel?	E
outOfDomain	FILLER	Do they offer shuttle service to the train station?	E
outOfDomain	FILLER	Are there cooking facilities for guests?	E
outOfDomain	FILLER	Can I pay for that taxi with a credit card?	E
outOfDomain	FILLER	May I cancel my taxi booking later?	E
outOfDomain	FILLER	Do I have to pay additional for tolls?	E
outOfDomain	FILLER	If i need to cancel the taxi for any reason, will I be charged a fee?	E
outOfDomain	FILLER	I would, but first I want to know if there's a fitness center onsite?	E
outOfDomain	FILLER	If I cancel the taxi, will there be a fee?	E
outOfDomain	FILLER	May I have an extra bed in my room?	E
outOfDomain	FILLER	Does the Michaelhouse Cafe have live music?	E
outOfDomain	FILLER	Are there any gluten free options for people like me?	E
outOfDomain	FILLER	One more question. Does La Raza allow guests to BYOB?	E
outOfDomain	FILLER	One more thing: I might need to cancel the taxi booking later, and if I do, would I face a cancellation fee?	E
outOfDomain	FILLER	Does the hotel have an area that is designated for smoking?	E
outOfDomain	FILLER	If I need to cancel my taxi, will I be charged a fee?	E
outOfDomain	FILLER	Can I pay for the taxi with cash?	E
outOfDomain	FILLER	Can I change that booking later if I need to?	E
outOfDomain	FILLER	How long is the cancellation period?	E
outOfDomain	FILLER	Does the restaurant offer delivery?	E
outOfDomain	FILLER	Does the University Arms Hotel have a designated smoking area?	E
outOfDomain	FILLER	Is a security deposit needed there?	E
outOfDomain	FILLER	Will I be able to pay with my Visa Card?	E
outOfDomain	FILLER	What are the parking options for guests at the hotel?	E
